23840591_1|23840591|0|#section_info|0:0|The ArfGEF GBF-1 Is Required for ER Structure, Secretion and Endocytic Transport in C. elegans|#main_body|GO:0005086|ARF guanyl-nucleotide exchange factor activity|#go_definition|NONE|GOA|WBGene00007703(176609)|#gene_synonym
23840591_6|23840591|95|#section_info|0:0|GBF-1 is required for secretion and Golgi integrity.|#main_body|GO:0046903|secretion|#go_definition|NONE|GOA|WBGene00007703(176609)|#gene_synonym
0.74	23840591_136|23840591|18949|Results|0:0|GBF-1 is important for Golgi integrity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	23840591_11|23840591|1447|Introduction|0:0|Their mammalian counterpart GBF1 is localized to the Golgi apparatus and has been shown to be essential for maintaining Golgi structure and traffic through the Golgi [5], [7]-[11].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
23840591_7|23840591|95|#section_info|0:0|GBF-1 is required for secretion and Golgi integrity.|#main_body|GO:0007030|Golgi organization|#go_definition|NONE|GOA|WBGene00007703(176609)|#gene_synonym
0.74	23840591_136|23840591|18949|Results|0:0|GBF-1 is important for Golgi integrity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.68	23840591_11|23840591|1447|Introduction|0:0|Their mammalian counterpart GBF1 is localized to the Golgi apparatus and has been shown to be essential for maintaining Golgi structure and traffic through the Golgi [5], [7]-[11].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
23840591_8|23840591|95|#section_info|0:0|In addition, gbf-1(RNAi) causes the ER reticular structure to become dispersed, without destroying ER exit sites (ERES) because the ERES protein SEC-16 was still localized in distinct punctae at t-ER-Golgi units.|#main_body|GO:0007029|endoplasmic reticulum organization|#go_definition|IMP|GOA|WBGene00007703(176609)|#gene_synonym
0.66	23840591_139|23840591|18989|Results|0:0|(C) The Golgi in C. elegans germ line is organized in small mini stacks localized in close proximity to ER-exit sites (ERES).|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_133|23840591|18043|Results|0:0|Like in several other invertebrate cell types, the Golgi in the C. elegans germ line is not organized in a typical juxtanuclear Golgi ribbon, but rather in small mini stacks localized next to ER-exit sites (ERES) [18], [34], [37], [38].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_215|23840591|37924|Discussion|0:0|The ER phenotype, we observed for gbf-1(RNAi) was different to the one reported for arf-1(RNAi), in which the ER formed clumps and was unable to cycle [20].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	23840591_161|23840591|23679|Results|0:0|In wild type oocytes, the ER was organized in a weakly reticulated structure distributed throughout the cytoplasm.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_11|23840591|1447|Introduction|0:0|Their mammalian counterpart GBF1 is localized to the Golgi apparatus and has been shown to be essential for maintaining Golgi structure and traffic through the Golgi [5], [7]-[11].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_153|23840591|22047|Results|0:0|In mature C. elegans oocytes, the ER is normally organized in a reticular, net-like structure throughout the cell (Fig. 3A) [20].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
23840591_9|23840591|95|#section_info|0:0|In addition, gbf-1(RNAi) causes the ER reticular structure to become dispersed, without destroying ER exit sites (ERES) because the ERES protein SEC-16 was still localized in distinct punctae at t-ER-Golgi units.|#main_body|GO:0070971|endoplasmic reticulum exit site|#go_definition|NONE|GOA|WBGene00013985(176289)|#gene_synonym
0.66	23840591_139|23840591|18989|Results|0:0|(C) The Golgi in C. elegans germ line is organized in small mini stacks localized in close proximity to ER-exit sites (ERES).|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_133|23840591|18043|Results|0:0|Like in several other invertebrate cell types, the Golgi in the C. elegans germ line is not organized in a typical juxtanuclear Golgi ribbon, but rather in small mini stacks localized next to ER-exit sites (ERES) [18], [34], [37], [38].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_215|23840591|37924|Discussion|0:0|The ER phenotype, we observed for gbf-1(RNAi) was different to the one reported for arf-1(RNAi), in which the ER formed clumps and was unable to cycle [20].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	23840591_161|23840591|23679|Results|0:0|In wild type oocytes, the ER was organized in a weakly reticulated structure distributed throughout the cytoplasm.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_11|23840591|1447|Introduction|0:0|Their mammalian counterpart GBF1 is localized to the Golgi apparatus and has been shown to be essential for maintaining Golgi structure and traffic through the Golgi [5], [7]-[11].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_153|23840591|22047|Results|0:0|In mature C. elegans oocytes, the ER is normally organized in a reticular, net-like structure throughout the cell (Fig. 3A) [20].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
23840591_10|23840591|95|#section_info|0:0|Moreover, GBF-1 plays a role in receptor-mediated endocytosis in oocytes, without affecting recycling pathways.|#main_body|GO:0006898|receptor-mediated endocytosis|#go_definition|NONE|GOA|WBGene00007703(176609)|#gene_synonym
0.64	23840591_241|23840591|43207|Supporting Information|0:0|ARF1 is directly involved in dynamin-independent endocytosis|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
23840591_11|23840591|95|#section_info|0:0|While RAB5-positive early endosomes appear to be less prominent and the RAB-5 levels are reduced by gbf-1(RNAi) in the intestine, RAB-7-positive late endosomes were more abundant and formed aggregates and tubular structures.|#main_body|GO:0016197|endosomal transport|#go_definition|IMP|GOA|WBGene00007703(176609)|#gene_synonym
0.61	23840591_11|23840591|1447|Introduction|0:0|Their mammalian counterpart GBF1 is localized to the Golgi apparatus and has been shown to be essential for maintaining Golgi structure and traffic through the Golgi [5], [7]-[11].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
23840591_12|23840591|95|#section_info|0:0|Our data suggest a role for GBF-1 in ER structure and endosomal traffic.|#main_body|GO:0007029|endoplasmic reticulum organization|#go_definition|NONE|GOA|WBGene00007703(176609)|#gene_synonym
##EndOfRet##
23840591_13|23840591|95|#section_info|0:0|Our data suggest a role for GBF-1 in ER structure and endosomal traffic.|#main_body|GO:0016197|endosomal transport|#go_definition|NONE|GOA|WBGene00007703(176609)|#gene_synonym
##EndOfRet##
23840591_14|23840591|95|#section_info|0:0|In addition, gbf-1(RNAi) causes the ER reticular structure to become dispersed, without destroying ER exit sites (ERES) because the ERES protein SEC-16 was still localized in distinct punctae at t-ER-Golgi units.|#main_body|GO:0007029|endoplasmic reticulum organization|#go_definition|NONE|GOA|WBGene00007703(176609)|#gene_synonym
0.66	23840591_139|23840591|18989|Results|0:0|(C) The Golgi in C. elegans germ line is organized in small mini stacks localized in close proximity to ER-exit sites (ERES).|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_133|23840591|18043|Results|0:0|Like in several other invertebrate cell types, the Golgi in the C. elegans germ line is not organized in a typical juxtanuclear Golgi ribbon, but rather in small mini stacks localized next to ER-exit sites (ERES) [18], [34], [37], [38].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_215|23840591|37924|Discussion|0:0|The ER phenotype, we observed for gbf-1(RNAi) was different to the one reported for arf-1(RNAi), in which the ER formed clumps and was unable to cycle [20].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	23840591_161|23840591|23679|Results|0:0|In wild type oocytes, the ER was organized in a weakly reticulated structure distributed throughout the cytoplasm.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_11|23840591|1447|Introduction|0:0|Their mammalian counterpart GBF1 is localized to the Golgi apparatus and has been shown to be essential for maintaining Golgi structure and traffic through the Golgi [5], [7]-[11].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_153|23840591|22047|Results|0:0|In mature C. elegans oocytes, the ER is normally organized in a reticular, net-like structure throughout the cell (Fig. 3A) [20].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
23840591_15|23840591|95|#section_info|0:0|In addition, gbf-1(RNAi) causes the ER reticular structure to become dispersed, without destroying ER exit sites (ERES) because the ERES protein SEC-16 was still localized in distinct punctae at t-ER-Golgi units.|#main_body|GO:0070971|endoplasmic reticulum exit site|#go_definition|NONE|GOA|WBGene00013985(176289)|#gene_synonym
0.66	23840591_139|23840591|18989|Results|0:0|(C) The Golgi in C. elegans germ line is organized in small mini stacks localized in close proximity to ER-exit sites (ERES).|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_133|23840591|18043|Results|0:0|Like in several other invertebrate cell types, the Golgi in the C. elegans germ line is not organized in a typical juxtanuclear Golgi ribbon, but rather in small mini stacks localized next to ER-exit sites (ERES) [18], [34], [37], [38].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_215|23840591|37924|Discussion|0:0|The ER phenotype, we observed for gbf-1(RNAi) was different to the one reported for arf-1(RNAi), in which the ER formed clumps and was unable to cycle [20].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	23840591_161|23840591|23679|Results|0:0|In wild type oocytes, the ER was organized in a weakly reticulated structure distributed throughout the cytoplasm.|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_11|23840591|1447|Introduction|0:0|Their mammalian counterpart GBF1 is localized to the Golgi apparatus and has been shown to be essential for maintaining Golgi structure and traffic through the Golgi [5], [7]-[11].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_153|23840591|22047|Results|0:0|In mature C. elegans oocytes, the ER is normally organized in a reticular, net-like structure throughout the cell (Fig. 3A) [20].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
23840591_16|23840591|3373|#section_info|0:0|Here we analyzed the function of C. elegans PHI-34/GBF-1 and found that it is localized to the cis-Golgi at transitional ER-Golgi elements.|#main_body|GO:0000137|Golgi cis cisterna|#go_definition|NONE|GOA|WBGene00007703(176609)|#gene_synonym
0.63	23840591_139|23840591|18989|Results|0:0|(C) The Golgi in C. elegans germ line is organized in small mini stacks localized in close proximity to ER-exit sites (ERES).|#fig_caption|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	23840591_133|23840591|18043|Results|0:0|Like in several other invertebrate cell types, the Golgi in the C. elegans germ line is not organized in a typical juxtanuclear Golgi ribbon, but rather in small mini stacks localized next to ER-exit sites (ERES) [18], [34], [37], [38].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
23840591_17|23840591|3373|#section_info|0:0|In addition, GBF-1 is required for Golgi maintenance and knockdown of GBF-1 causes a strong defect in ER structure and reduction in secretion, consistent with faulty retrograde transport.|#main_body|GO:0007030|Golgi organization|#go_definition|NONE|GOA|WBGene00007703(176609)|#gene_synonym
0.68	23840591_11|23840591|1447|Introduction|0:0|Their mammalian counterpart GBF1 is localized to the Golgi apparatus and has been shown to be essential for maintaining Golgi structure and traffic through the Golgi [5], [7]-[11].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	23840591_10|23840591|1447|Introduction|0:0|The ArfGEFs Gea1 and Gea2 in yeast have been shown to perform overlapping functions in the activation of Arf1 for retrograde transport from the Golgi to the ER, and they presumably also act in intra-Golgi transport [4]-[6].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	23840591_9|23840591|1447|Introduction|0:0|Its C. elegans homologue AGEF-1 has been shown to be essential for Golgi structure maintenance and transport to the plasma membrane [3].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	23840591_217|23840591|37924|Discussion|0:0|On the other hand, as in mammalian cells [48] Arf4 and Arf5 GTPases may also be involved in retrograde transport from the Golgi to the ER and which would presumably also be activated by GBF-1.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_214|23840591|36899|Discussion|0:0|Given the evolutionary conserved established role of GBF-1 in retrograde transport from the Golgi to the ER, we would like to suggest that this effect is indirect and probably coupled through a decreased reflux of lipids.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_236|23840591|42492|Supporting Information|0:0|Distinct functions for Arf guanine nucleotide exchange factors at the Golgi complex: GBF1 and BIGs are required for assembly and maintenance of the Golgi stack and trans-Golgi network, respectively|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_136|23840591|18949|Results|0:0|GBF-1 is important for Golgi integrity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_231|23840591|41899|Supporting Information|0:0|The ADP ribosylation factor-nucleotide exchange factors Gea1p and Gea2p have overlapping, but not redundant functions in retrograde transport from the Golgi to the endoplasmic reticulum|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
23840591_18|23840591|3373|#section_info|0:0|In addition, GBF-1 is required for Golgi maintenance and knockdown of GBF-1 causes a strong defect in ER structure and reduction in secretion, consistent with faulty retrograde transport.|#main_body|GO:0007029|endoplasmic reticulum organization|#go_definition|NONE|GOA|WBGene00007703(176609)|#gene_synonym
0.68	23840591_11|23840591|1447|Introduction|0:0|Their mammalian counterpart GBF1 is localized to the Golgi apparatus and has been shown to be essential for maintaining Golgi structure and traffic through the Golgi [5], [7]-[11].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	23840591_10|23840591|1447|Introduction|0:0|The ArfGEFs Gea1 and Gea2 in yeast have been shown to perform overlapping functions in the activation of Arf1 for retrograde transport from the Golgi to the ER, and they presumably also act in intra-Golgi transport [4]-[6].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	23840591_9|23840591|1447|Introduction|0:0|Its C. elegans homologue AGEF-1 has been shown to be essential for Golgi structure maintenance and transport to the plasma membrane [3].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	23840591_217|23840591|37924|Discussion|0:0|On the other hand, as in mammalian cells [48] Arf4 and Arf5 GTPases may also be involved in retrograde transport from the Golgi to the ER and which would presumably also be activated by GBF-1.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_214|23840591|36899|Discussion|0:0|Given the evolutionary conserved established role of GBF-1 in retrograde transport from the Golgi to the ER, we would like to suggest that this effect is indirect and probably coupled through a decreased reflux of lipids.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_236|23840591|42492|Supporting Information|0:0|Distinct functions for Arf guanine nucleotide exchange factors at the Golgi complex: GBF1 and BIGs are required for assembly and maintenance of the Golgi stack and trans-Golgi network, respectively|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_136|23840591|18949|Results|0:0|GBF-1 is important for Golgi integrity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_231|23840591|41899|Supporting Information|0:0|The ADP ribosylation factor-nucleotide exchange factors Gea1p and Gea2p have overlapping, but not redundant functions in retrograde transport from the Golgi to the endoplasmic reticulum|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
23840591_19|23840591|3373|#section_info|0:0|In addition, GBF-1 is required for Golgi maintenance and knockdown of GBF-1 causes a strong defect in ER structure and reduction in secretion, consistent with faulty retrograde transport.|#main_body|GO:0046903|secretion|#go_definition|NONE|GOA|WBGene00007703(176609)|#gene_synonym
0.68	23840591_11|23840591|1447|Introduction|0:0|Their mammalian counterpart GBF1 is localized to the Golgi apparatus and has been shown to be essential for maintaining Golgi structure and traffic through the Golgi [5], [7]-[11].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	23840591_10|23840591|1447|Introduction|0:0|The ArfGEFs Gea1 and Gea2 in yeast have been shown to perform overlapping functions in the activation of Arf1 for retrograde transport from the Golgi to the ER, and they presumably also act in intra-Golgi transport [4]-[6].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	23840591_9|23840591|1447|Introduction|0:0|Its C. elegans homologue AGEF-1 has been shown to be essential for Golgi structure maintenance and transport to the plasma membrane [3].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	23840591_217|23840591|37924|Discussion|0:0|On the other hand, as in mammalian cells [48] Arf4 and Arf5 GTPases may also be involved in retrograde transport from the Golgi to the ER and which would presumably also be activated by GBF-1.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_214|23840591|36899|Discussion|0:0|Given the evolutionary conserved established role of GBF-1 in retrograde transport from the Golgi to the ER, we would like to suggest that this effect is indirect and probably coupled through a decreased reflux of lipids.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_236|23840591|42492|Supporting Information|0:0|Distinct functions for Arf guanine nucleotide exchange factors at the Golgi complex: GBF1 and BIGs are required for assembly and maintenance of the Golgi stack and trans-Golgi network, respectively|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_136|23840591|18949|Results|0:0|GBF-1 is important for Golgi integrity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_231|23840591|41899|Supporting Information|0:0|The ADP ribosylation factor-nucleotide exchange factors Gea1p and Gea2p have overlapping, but not redundant functions in retrograde transport from the Golgi to the endoplasmic reticulum|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
23840591_20|23840591|3373|#section_info|0:0|In addition, GBF-1 is required for Golgi maintenance and knockdown of GBF-1 causes a strong defect in ER structure and reduction in secretion, consistent with faulty retrograde transport.|#main_body|GO:0006890|retrograde vesicle-mediated transport, Golgi to ER|#go_definition|NONE|GOA|WBGene00007703(176609)|#gene_synonym
0.68	23840591_11|23840591|1447|Introduction|0:0|Their mammalian counterpart GBF1 is localized to the Golgi apparatus and has been shown to be essential for maintaining Golgi structure and traffic through the Golgi [5], [7]-[11].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.67	23840591_10|23840591|1447|Introduction|0:0|The ArfGEFs Gea1 and Gea2 in yeast have been shown to perform overlapping functions in the activation of Arf1 for retrograde transport from the Golgi to the ER, and they presumably also act in intra-Golgi transport [4]-[6].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	23840591_9|23840591|1447|Introduction|0:0|Its C. elegans homologue AGEF-1 has been shown to be essential for Golgi structure maintenance and transport to the plasma membrane [3].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.66	23840591_217|23840591|37924|Discussion|0:0|On the other hand, as in mammalian cells [48] Arf4 and Arf5 GTPases may also be involved in retrograde transport from the Golgi to the ER and which would presumably also be activated by GBF-1.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_214|23840591|36899|Discussion|0:0|Given the evolutionary conserved established role of GBF-1 in retrograde transport from the Golgi to the ER, we would like to suggest that this effect is indirect and probably coupled through a decreased reflux of lipids.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.64	23840591_236|23840591|42492|Supporting Information|0:0|Distinct functions for Arf guanine nucleotide exchange factors at the Golgi complex: GBF1 and BIGs are required for assembly and maintenance of the Golgi stack and trans-Golgi network, respectively|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_136|23840591|18949|Results|0:0|GBF-1 is important for Golgi integrity.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_231|23840591|41899|Supporting Information|0:0|The ADP ribosylation factor-nucleotide exchange factors Gea1p and Gea2p have overlapping, but not redundant functions in retrograde transport from the Golgi to the endoplasmic reticulum|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
23840591_21|23840591|3373|#section_info|0:0|We also detected defects in endocytosis in gbf-1(RNAi) animals. However, the defect was not obvious at the plasma membrane but rather affected early and more strongly late endosomes. Therefore, we identify a novel role for GBF-1 at endosomes.|#main_body|GO:0016197|endosomal transport|#go_definition|IMP|GOA|WBGene00007703(176609)|#gene_synonym
0.66	23840591_200|23840591|34003|Results|0:0|The lower RAB-5 signal in gbf-1(RNAi) may be due to a reduction of the number of early endosomes, or impaired endosomal recruitment of RAB-5, which could consequently lead to its degradation.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.65	23840591_197|23840591|33037|Results|0:0|Therefore, our data suggest that endocytic trafficking to lysosomes in oocytes/one-cell embryos does not require GBF-1 function.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.63	23840591_13|23840591|2818|Introduction|0:0|In addition, the endocytosis of GPI-anchored proteins through the pinocytic GEEC pathway requires GBF1/garz function at the plasma membrane to recruit and activate Arf1 in mammalian and drosophila cells [15], [16].|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	23840591_242|23840591|43268|Supporting Information|0:0|Analysis of endocytic pathways in Drosophila cells reveals a conserved role for GBF1 in internalization via GEECs|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.62	23840591_280|23840591|46655|Supporting Information|0:0|ARF1 regulates pH-dependent COP functions in the early endocytic pathway|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
0.61	23840591_220|23840591|38988|Discussion|0:0|[16] have shown that GBF1/garz activates Arf1 at the plasma membrane to allow endocytosis of GPI-anchored proteins through the GEEC pathway.|#main_body|#go_id|#go_term|#go_definition|#evidence_code|#evidence_type|#gene_name|#gene_synonym
##EndOfRet##
23840591_22|23840591|13136|#section_info|0:0|Reduction of GBF-1 results in strong developmental defects and a weakened cuticle|#main_body|GO:0007275|multicellular organismal development|#go_definition|IMP|GOA|WBGene00007703(176609)|#gene_synonym
##EndOfRet##
23840591_23|23840591|13136|#section_info|0:0|Reduction of GBF-1 results in strong developmental defects and a weakened cuticle|#main_body|GO:0040002|collagen and cuticulin-based cuticle development|#go_definition|IMP|GOA|WBGene00007703(176609)|#gene_synonym
##EndOfRet##
